类型,根函数名,函数名,包含性样本,排除性样本,包含性样本 %,排除性样本 %,
"Caller","ZBYGate_Data_Collection.Https.HttpWindow..ctor","ZBYGate_Data_Collection.Form1.HttpWindowShow_Click",10,0,0.03,0.00,
"Callee","ZBYGate_Data_Collection.Https.HttpWindow..ctor","[clr.dll]",5,5,0.01,0.01,
"Callee","ZBYGate_Data_Collection.Https.HttpWindow..ctor","ZBYGate_Data_Collection.Https.HttpWindow.InitializeComponent",5,0,0.01,0.00,
"Root","ZBYGate_Data_Collection.Https.HttpWindow.Dispose","ZBYGate_Data_Collection.Https.HttpWindow.Dispose",3,0,0.01,0.00,
"Caller","ZBYGate_Data_Collection.Https.HttpWindow.Dispose","[System.Windows.Forms.ni.dll]",3,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Https.HttpWindow.Dispose","[System.Windows.Forms.ni.dll]",3,3,0.01,0.01,
"Root","ZBYGate_Data_Collection.Https.HttpWindow.InitializeComponent","ZBYGate_Data_Collection.Https.HttpWindow.InitializeComponent",5,0,0.01,0.00,
"Caller","ZBYGate_Data_Collection.Https.HttpWindow.InitializeComponent","ZBYGate_Data_Collection.Https.HttpWindow..ctor",5,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Https.HttpWindow.InitializeComponent","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Https.HttpWindow.InitializeComponent","[System.Windows.Forms.ni.dll]",4,4,0.01,0.01,
"Root","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor",364,0,1.04,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","ZBYGate_Data_Collection.Form1.LocalDataWindowShow_Click",364,0,1.04,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","[clr.dll]",18,17,0.05,0.05,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","[mscorlib.ni.dll]",21,21,0.06,0.06,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","[System.Windows.Forms.ni.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init",274,0,0.79,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.InitializeComponent",50,0,0.14,0.00,
"Root","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Dispose","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Dispose",30,0,0.09,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Dispose","[System.Windows.Forms.ni.dll]",30,0,0.09,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Dispose","[System.ni.dll]",28,28,0.08,0.08,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Dispose","[System.Windows.Forms.ni.dll]",2,2,0.01,0.01,
"Root","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init",274,0,0.79,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor",274,0,0.79,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init","[clr.dll]",14,14,0.04,0.04,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init","[System.Windows.Forms.ni.dll]",5,5,0.01,0.01,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",255,0,0.73,0.00,
"Root","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.InitializeComponent","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.InitializeComponent",50,0,0.14,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.InitializeComponent","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow..ctor",50,0,0.14,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.InitializeComponent","[mscorlib.ni.dll]",2,2,0.01,0.01,
"Callee","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.InitializeComponent","[System.Windows.Forms.ni.dll]",48,48,0.14,0.14,
"Root","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper..cctor","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper..cctor",1,0,0.00,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper..cctor","[clr.dll]",1,0,0.00,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper..cctor","[clr.dll]",1,1,0.00,0.00,
"Root","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",255,0,0.73,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","ZBYGate_Data_Collection.LocalDataBase.LocalDataBaseWindow.Init",255,0,0.73,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","[clr.dll]",16,12,0.05,0.03,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","[System.Data.ni.dll]",30,18,0.09,0.05,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","MySql.Data.MySqlClient.MySqlCommand..ctor",3,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","MySql.Data.MySqlClient.MySqlConnection..ctor",20,0,0.06,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","MySql.Data.MySqlClient.MySqlConnection..ctor",1,0,0.00,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","MySql.Data.MySqlClient.MySqlConnection.Close",2,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand",183,0,0.52,0.00,
"Root","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand",183,0,0.52,0.00,
"Caller","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.GetDataSet",183,0,0.52,0.00,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand","[clr.dll]",3,3,0.01,0.01,
"Callee","ZBYGate_Data_Collection.LocalDataBase.MySqlHelper.PrepareCommand","MySql.Data.MySqlClient.MySqlConnection.Open",180,0,0.52,0.00,
"Root","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion",3,0,0.01,0.00,
"Caller","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion","ZBYGate_Data_Collection.Plate.Plate.PlateStartLink",3,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion","log4net.Core.LogImpl.Warn",1,0,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion","ZBYGate_Data_Collection.Form1.GetMessage",1,0,0.00,0.00,
"Root","ZBYGate_Data_Collection.Plate.Plate.Dispose","ZBYGate_Data_Collection.Plate.Plate.Dispose",22,0,0.06,0.00,
"Caller","ZBYGate_Data_Collection.Plate.Plate.Dispose","ZBYGate_Data_Collection.Plate.Plate.Finalize",22,0,0.06,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.Dispose","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.Dispose","[WTY.dll]",21,21,0.06,0.06,
"Root","ZBYGate_Data_Collection.Plate.Plate.Finalize","ZBYGate_Data_Collection.Plate.Plate.Finalize",22,0,0.06,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.Finalize","ZBYGate_Data_Collection.Plate.Plate.Dispose",22,0,0.06,0.00,
"Root","ZBYGate_Data_Collection.Plate.Plate.PlateStartLink","ZBYGate_Data_Collection.Plate.Plate.PlateStartLink",4,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.PlateStartLink","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.PlateStartLink","ZBYGate_Data_Collection.Plate.Plate.CallbackFuntion",3,0,0.01,0.00,
"Root","ZBYGate_Data_Collection.Plate.Plate.RS485Send","ZBYGate_Data_Collection.Plate.Plate.RS485Send",1,0,0.00,0.00,
"Caller","ZBYGate_Data_Collection.Plate.Plate.RS485Send","ZBYGate_Data_Collection.Working.OutLedDefaultShowCallBack",1,0,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Plate.Plate.RS485Send","[clr.dll]",1,1,0.00,0.00,
"Root","ZBYGate_Data_Collection.Program.Main","ZBYGate_Data_Collection.Program.Main","5,748",0,16.48,0.00,
"Callee","ZBYGate_Data_Collection.Program.Main","[System.Windows.Forms.ni.dll]","5,748",971,16.48,2.78,
"Root","ZBYGate_Data_Collection.Properties.Settings.get_Gate_InDoorSN","ZBYGate_Data_Collection.Properties.Settings.get_Gate_InDoorSN",1,0,0.00,0.00,
"Caller","ZBYGate_Data_Collection.Properties.Settings.get_Gate_InDoorSN","ZBYGate_Data_Collection.Form1._Gate_NewState",1,0,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Properties.Settings.get_Gate_InDoorSN","[System.ni.dll]",1,1,0.00,0.00,
"Root","ZBYGate_Data_Collection.Working.OutLedDefaultShowCallBack","ZBYGate_Data_Collection.Working.OutLedDefaultShowCallBack",2,0,0.01,0.00,
"Callee","ZBYGate_Data_Collection.Working.OutLedDefaultShowCallBack","[clr.dll]",1,1,0.00,0.00,
"Callee","ZBYGate_Data_Collection.Working.OutLedDefaultShowCallBack","ZBYGate_Data_Collection.Plate.Plate.RS485Send",1,0,0.00,0.00,
